filename	ATTRIBUTE_GF_SPF	ATTRIBUTE_UBERONBodyPartName	ATTRIBUTE_concat
SPF2_Lung2_GG8_01_22179.mzXML	SPF	Lung	SPF_Lung
SPF2_Lung3_GG9_01_22180.mzXML	SPF	Lung	SPF_Lung
SPF2_Lung4_GG10_01_22181.mzXML	SPF	Lung	SPF_Lung
SPF2_Lung5_GG11_01_22182.mzXML	SPF	Lung	SPF_Lung
SPF3_Lung1_GG7_01_22404.mzXML	SPF	Lung	SPF_Lung
SPF3_Lung2_GG8_01_22405.mzXML	SPF	Lung	SPF_Lung
SPF3_Lung3_GG9_01_22406.mzXML	SPF	Lung	SPF_Lung
SPF3_Lung4_GG10_01_22407.mzXML	SPF	Lung	SPF_Lung
SPF3_Lung5_GG11_01_22408.mzXML	SPF	Lung	SPF_Lung
SPF4_Lung1_GG7_01_22630.mzXML	SPF	Lung	SPF_Lung
SPF4_Lung2_GG8_01_22631.mzXML	SPF	Lung	SPF_Lung
SPF4_Lung3_GG9_01_22632.mzXML	SPF	Lung	SPF_Lung
SPF4_Lung4_GG10_01_22633.mzXML	SPF	Lung	SPF_Lung
SPF4_Lung5_GG11_01_22634.mzXML	SPF	Lung	SPF_Lung
GF2_Mouth_BA11_01_21984.mzXML	GF	Mouth_swab	GF_Mouth_swab
GF3_Mouth_BA11_01_22211.mzXML	GF	Mouth_swab	GF_Mouth_swab
GF4_Mouth_BA11_01_22437.mzXML	GF	Mouth_swab	GF_Mouth_swab
SPF1_Mouth_BA11_01_21855.mzXML	SPF	Mouth_swab	SPF_Mouth_swab
SPF1_Mouth_BA11_01_21856.mzXML	SPF	Mouth_swab	SPF_Mouth_swab
SPF2_Mouth_GA11_01_22098.mzXML	SPF	Mouth_swab	SPF_Mouth_swab
SPF3_Mouth_GA11_01_22324.mzXML	SPF	Mouth_swab	SPF_Mouth_swab
SPF4_Mouth_GA11_01_22550.mzXML	SPF	Mouth_swab	SPF_Mouth_swab
GF1_Mouth_GA11_01_21739.mzXML	GF	Mouth_swab	GF_Mouth_swab
GF1_Ovary1_GF5_01_21805.mzXML	GF	Ovary	GF_Ovary
GF1_Ovary2_GF6_01_21806.mzXML	GF	Ovary	GF_Ovary
GF2_Ovary1_BF5_01_22049.mzXML	GF	Ovary	GF_Ovary
GF2_Ovary2_BF6_01_22050.mzXML	GF	Ovary	GF_Ovary
GF3_Ovary1_BF5_01_22275.mzXML	GF	Ovary	GF_Ovary
GF3_Ovary2_BF6_01_22276.mzXML	GF	Ovary	GF_Ovary
GF4_Ovary1_BF5_01_22501.mzXML	GF	Ovary	GF_Ovary
GF4_Ovary2_BF6_01_22502.mzXML	GF	Ovary	GF_Ovary
SPF1_Ovary1_BF5_01_21921.mzXML	SPF	Ovary	SPF_Ovary
SPF1_Ovary2_BF6_01_21922.mzXML	SPF	Ovary	SPF_Ovary
SPF2_Ovary1_GF5_01_22162.mzXML	SPF	Ovary	SPF_Ovary
SPF2_Ovary2_GF6_01_22163.mzXML	SPF	Ovary	SPF_Ovary
SPF3_Ovary1_GF5_01_22388.mzXML	SPF	Ovary	SPF_Ovary
SPF3_Ovary2_GF6_01_22389.mzXML	SPF	Ovary	SPF_Ovary
SPF4_Ovary1_GF5_01_22614.mzXML	SPF	Ovary	SPF_Ovary
SPF4_Ovary2_GF6_01_22615.mzXML	SPF	Ovary	SPF_Ovary
GF1_Pancreas1_GB10_01_21753.mzXML	GF	Pancreas	GF_Pancreas
GF1_Pancreas2_GB11_01_21754.mzXML	GF	Pancreas	GF_Pancreas
GF1_Pancreas3_GB12_01_21755.mzXML	GF	Pancreas	GF_Pancreas
GF2_Pancreas1_BB10_01_21998.mzXML	GF	Pancreas	GF_Pancreas
GF2_Pancreas2_BB11_01_21999.mzXML	GF	Pancreas	GF_Pancreas
GF2_Pancreas3_BB12_01_22000.mzXML	GF	Pancreas	GF_Pancreas
GF3_Pancreas1_BB10_01_22224.mzXML	GF	Pancreas	GF_Pancreas
GF3_Pancreas2_BB11_01_22225.mzXML	GF	Pancreas	GF_Pancreas
GF3_Pancreas3_BB12_01_22226.mzXML	GF	Pancreas	GF_Pancreas
GF4_Pancreas1_BB10_01_22450.mzXML	GF	Pancreas	GF_Pancreas
GF4_Pancreas2_BB11_01_22451.mzXML	GF	Pancreas	GF_Pancreas
GF4_Pancreas3_BB12_01_22452.mzXML	GF	Pancreas	GF_Pancreas
SPF1_Pancreas1_BB10_01_21870.mzXML	SPF	Pancreas	SPF_Pancreas
SPF1_Pancreas2_BB11_01_21871.mzXML	SPF	Pancreas	SPF_Pancreas
SPF1_Pancreas3_BB12_01_21872.mzXML	SPF	Pancreas	SPF_Pancreas
SPF2_Pancreas1_GB10_01_22111.mzXML	SPF	Pancreas	SPF_Pancreas
SPF2_Pancreas2_GB11_01_22112.mzXML	SPF	Pancreas	SPF_Pancreas
SPF2_Pancreas3_GB12_01_22113.mzXML	SPF	Pancreas	SPF_Pancreas
SPF3_Pancreas1_GB10_01_22337.mzXML	SPF	Pancreas	SPF_Pancreas
SPF3_Pancreas2_GB11_01_22338.mzXML	SPF	Pancreas	SPF_Pancreas
SPF3_Pancreas3_GB12_01_22339.mzXML	SPF	Pancreas	SPF_Pancreas
SPF4_Pancreas1_GB10_01_22563.mzXML	SPF	Pancreas	SPF_Pancreas
SPF4_Pancreas2_GB11_01_22564.mzXML	SPF	Pancreas	SPF_Pancreas
SPF4_Pancreas3_GB12_01_22565.mzXML	SPF	Pancreas	SPF_Pancreas
Mix_RB1_01_21742.mzXML	6mix	6mix	6mix
Mix_RB1_01_21756.mzXML	6mix	6mix	6mix
Mix_RB1_01_21770.mzXML	6mix	6mix	6mix
Mix_RB1_01_21784.mzXML	6mix	6mix	6mix
Mix_RB1_01_21799.mzXML	6mix	6mix	6mix
Mix_RB1_01_21813.mzXML	6mix	6mix	6mix
Mix_RB3_01_22170.mzXML	6mix	6mix	6mix
Mix_RB3_01_22184.mzXML	6mix	6mix	6mix
Mix_RB3_01_22198.mzXML	6mix	6mix	6mix
Mix_RB3_01_22255.mzXML	6mix	6mix	6mix
Mix_RB4_01_22241.mzXML	6mix	6mix	6mix
Mix_RB4_01_22269.mzXML	6mix	6mix	6mix
Mix_RB4_01_22283.mzXML	6mix	6mix	6mix
Mix_RB4_01_22326.mzXML	6mix	6mix	6mix
Mix_RB4_01_22340.mzXML	6mix	6mix	6mix
Mix_RB4_01_22354.mzXML	6mix	6mix	6mix
Mix_RB4_01_22368.mzXML	6mix	6mix	6mix
Mix_RB5_01_22382.mzXML	6mix	6mix	6mix
Mix_RB6_01_22481.mzXML	6mix	6mix	6mix
Mix_RB6_01_22495.mzXML	6mix	6mix	6mix
Mix_RB6_01_22509.mzXML	6mix	6mix	6mix
Mix_RB6_01_22523.mzXML	6mix	6mix	6mix
Mix_RB7_01_22552.mzXML	6mix	6mix	6mix
Mix_RB7_01_22566.mzXML	6mix	6mix	6mix
Mix_RB7_01_22580.mzXML	6mix	6mix	6mix
Mix_RB7_01_22594.mzXML	6mix	6mix	6mix
GF2_Skin1_BA3_01_21976.mzXML	GF	Skin_swab	GF_Skin_swab
GF2_Skin2_BA4_01_21977.mzXML	GF	Skin_swab	GF_Skin_swab
GF3_Skin1_BA3_01_22203.mzXML	GF	Skin_swab	GF_Skin_swab
GF3_Skin2_BA4_01_22204.mzXML	GF	Skin_swab	GF_Skin_swab
GF4_Skin1_BA3_01_22429.mzXML	GF	Skin_swab	GF_Skin_swab
GF4_Skin2_BA4_01_22430.mzXML	GF	Skin_swab	GF_Skin_swab
SPF1_Skin1_BA3_01_21847.mzXML	SPF	Skin_swab	SPF_Skin_swab
SPF1_Skin2_BA4_01_21848.mzXML	SPF	Skin_swab	SPF_Skin_swab
SPF2_Skin1_GA3_01_22090.mzXML	SPF	Skin_swab	SPF_Skin_swab
SPF2_Skin2_GA4_01_22091.mzXML	SPF	Skin_swab	SPF_Skin_swab
SPF3_Skin1_GA3_01_22316.mzXML	SPF	Skin_swab	SPF_Skin_swab
SPF3_Skin2_GA4_01_22317.mzXML	SPF	Skin_swab	SPF_Skin_swab
SPF4_Skin1_GA3_01_22542.mzXML	SPF	Skin_swab	SPF_Skin_swab
SPF4_Skin2_GA4_01_22543.mzXML	SPF	Skin_swab	SPF_Skin_swab
GF1_Skin1_GA3_01_21731.mzXML	GF	Skin_swab	GF_Skin_swab
GF1_Skin2_GA4_01_21732.mzXML	GF	Skin_swab	GF_Skin_swab
GF1_Spleen1_GA12_01_21740.mzXML	GF	Spleen	GF_Spleen
GF1_Spleen2_GB1_01_21744.mzXML	GF	Spleen	GF_Spleen
GF1_Spleen3_GB2_01_21745.mzXML	GF	Spleen	GF_Spleen
GF1_Spleen4_GB3_01_21746.mzXML	GF	Spleen	GF_Spleen
GF2_Spleen1_BA12_01_21985.mzXML	GF	Spleen	GF_Spleen
GF2_Spleen2_BB1_01_21989.mzXML	GF	Spleen	GF_Spleen
GF2_Spleen3_BB2_01_21990.mzXML	GF	Spleen	GF_Spleen
GF2_Spleen4_BB3_01_21991.mzXML	GF	Spleen	GF_Spleen
GF3_Spleen1_BA12_01_22212.mzXML	GF	Spleen	GF_Spleen
GF3_Spleen2_BB1_01_22215.mzXML	GF	Spleen	GF_Spleen
GF3_Spleen3_BB2_01_22216.mzXML	GF	Spleen	GF_Spleen
GF3_Spleen4_BB3_01_22217.mzXML	GF	Spleen	GF_Spleen
GF4_Spleen1_BA12_01_22438.mzXML	GF	Spleen	GF_Spleen
GF4_Spleen2_BB1_01_22441.mzXML	GF	Spleen	GF_Spleen
GF4_Spleen3_BB2_01_22442.mzXML	GF	Spleen	GF_Spleen
GF4_Spleen4_BB3_01_22443.mzXML	GF	Spleen	GF_Spleen
SPF1_Spleen1_BA12_01_21857.mzXML	SPF	Spleen	SPF_Spleen
SPF1_Spleen2_BB1_01_21861.mzXML	SPF	Spleen	SPF_Spleen
SPF1_Spleen3_BB2_01_21862.mzXML	SPF	Spleen	SPF_Spleen
SPF1_Spleen4_BB3_01_21863.mzXML	SPF	Spleen	SPF_Spleen
SPF2_Spleen1_GA12_01_22099.mzXML	SPF	Spleen	SPF_Spleen
SPF2_Spleen2_GB1_01_22102.mzXML	SPF	Spleen	SPF_Spleen
SPF2_Spleen3_GB2_01_22103.mzXML	SPF	Spleen	SPF_Spleen
SPF2_Spleen4_GB3_01_22104.mzXML	SPF	Spleen	SPF_Spleen
SPF3_Spleen1_GA12_01_22325.mzXML	SPF	Spleen	SPF_Spleen
SPF3_Spleen2_GB1_01_22328.mzXML	SPF	Spleen	SPF_Spleen
SPF3_Spleen3_GB2_01_22329.mzXML	SPF	Spleen	SPF_Spleen
SPF3_Spleen4_GB3_01_22330.mzXML	SPF	Spleen	SPF_Spleen
SPF4_Spleen1_GA12_01_22551.mzXML	SPF	Spleen	SPF_Spleen
SPF4_Spleen2_GB1_01_22554.mzXML	SPF	Spleen	SPF_Spleen
SPF4_Spleen3_GB2_01_22555.mzXML	SPF	Spleen	SPF_Spleen
SPF4_Spleen4_GB3_01_22556.mzXML	SPF	Spleen	SPF_Spleen
GF1_Stomach1_GC1_01_21758.mzXML	GF	Stomach	GF_Stomach
GF1_Stomach2_GC2_01_21759.mzXML	GF	Stomach	GF_Stomach
GF1_Stomach3_GC3_01_21760.mzXML	GF	Stomach	GF_Stomach
GF2_Stomach1_BC1_01_22003.mzXML	GF	Stomach	GF_Stomach
GF2_Stomach2_BC2_01_22004.mzXML	GF	Stomach	GF_Stomach
GF2_Stomach3_BC3_01_22005.mzXML	GF	Stomach	GF_Stomach
GF3_Stomach1_BC1_01_22229.mzXML	GF	Stomach	GF_Stomach
GF3_Stomach2_BC2_01_22230.mzXML	GF	Stomach	GF_Stomach
GF3_Stomach3_BC3_01_22231.mzXML	GF	Stomach	GF_Stomach
GF4_Stomach1_BC1_01_22455.mzXML	GF	Stomach	GF_Stomach
GF4_Stomach2_BC2_01_22456.mzXML	GF	Stomach	GF_Stomach
GF4_Stomach3_BC3_01_22457.mzXML	GF	Stomach	GF_Stomach
SPF1_Stomach1_BC1_01_21875.mzXML	SPF	Stomach	SPF_Stomach
SPF1_Stomach2_BC2_01_21876.mzXML	SPF	Stomach	SPF_Stomach
SPF1_Stomach3_BC3_01_21877.mzXML	SPF	Stomach	SPF_Stomach
SPF2_Stomach1_GC1_01_22116.mzXML	SPF	Stomach	SPF_Stomach
SPF2_Stomach2_GC2_01_22117.mzXML	SPF	Stomach	SPF_Stomach
SPF2_Stomach3_GC3_01_22118.mzXML	SPF	Stomach	SPF_Stomach
SPF3_Stomach1_GC1_01_22342.mzXML	SPF	Stomach	SPF_Stomach
SPF3_Stomach2_GC2_01_22343.mzXML	SPF	Stomach	SPF_Stomach
SPF3_Stomach3_GC3_01_22344.mzXML	SPF	Stomach	SPF_Stomach
SPF4_Stomach1_GC1_01_22568.mzXML	SPF	Stomach	SPF_Stomach
SPF4_Stomach2_GC2_01_22569.mzXML	SPF	Stomach	SPF_Stomach
SPF4_Stomach3_GC3_01_22570.mzXML	SPF	Stomach	SPF_Stomach
GF1_Stool_GA1_01_21728.mzXML	GF	Stool	GF_Stool
GF2_Stool_BA1_01_21972.mzXML	GF	Stool	GF_Stool
GF3_Stool_BA1_01_22201.mzXML	GF	Stool	GF_Stool
GF4_Stool_BA1_01_22427.mzXML	GF	Stool	GF_Stool
SPF1_Stool_BA1_01_21845.mzXML	SPF	Stool	SPF_Stool
SPF2_Stool_GA1_01_22087.mzXML	SPF	Stool	SPF_Stool
SPF3_Stool_GA1_01_22313.mzXML	SPF	Stool	SPF_Stool
SPF4_Stool_GA1_01_22540.mzXML	SPF	Stool	SPF_Stool
GF1_Thymus_GH8_01_21836.mzXML	GF	Thymus	GF_Thymus
GF2_Thymus_BH8_01_22080.mzXML	GF	Thymus	GF_Thymus
GF3_Thymus_BH8_01_22306.mzXML	GF	Thymus	GF_Thymus
GF4_Thymus_BH8_01_22532.mzXML	GF	Thymus	GF_Thymus
SPF1_Thymus_BH8_01_21952.mzXML	SPF	Thymus	SPF_Thymus
SPF2_Thymus_GH8_01_22193.mzXML	SPF	Thymus	SPF_Thymus
SPF3_Thymus_GH8_01_22419.mzXML	SPF	Thymus	SPF_Thymus
SPF4_Thymus_GH8_01_22646.mzXML	SPF	Thymus	SPF_Thymus
GF2_Trach1_BG12_01_22070.mzXML	GF	Trachea	GF_Trachea
GF2_Trach2_BH1_01_22073.mzXML	GF	Trachea	GF_Trachea
GF2_Trach3_BH2_01_22074.mzXML	GF	Trachea	GF_Trachea
GF2_Trach4_BH3_01_22075.mzXML	GF	Trachea	GF_Trachea
GF3_Trach1_BG12_01_22296.mzXML	GF	Trachea	GF_Trachea
GF3_Trach2_BH1_01_22299.mzXML	GF	Trachea	GF_Trachea
GF3_Trach3_BH2_01_22300.mzXML	GF	Trachea	GF_Trachea
GF3_Trach4_BH3_01_22301.mzXML	GF	Trachea	GF_Trachea
GF4_Trach1_BG12_01_22522.mzXML	GF	Trachea	GF_Trachea
GF4_Trach2_BH1_01_22525.mzXML	GF	Trachea	GF_Trachea
GF4_Trach3_BH2_01_22526.mzXML	GF	Trachea	GF_Trachea
GF4_Trach4_BH3_01_22527.mzXML	GF	Trachea	GF_Trachea
SPF1_Trach1_BG12_01_21942.mzXML	SPF	Trachea	SPF_Trachea
SPF1_Trach2_BH1_01_21945.mzXML	SPF	Trachea	SPF_Trachea
SPF1_Trach3_BH2_01_21946.mzXML	SPF	Trachea	SPF_Trachea
SPF1_Trach4_BH3_01_21947.mzXML	SPF	Trachea	SPF_Trachea
SPF2_Trach1_GG12_01_22183.mzXML	SPF	Trachea	SPF_Trachea
SPF2_Trach2_GH1_01_22186.mzXML	SPF	Trachea	SPF_Trachea
SPF2_Trach3_GH2_01_22187.mzXML	SPF	Trachea	SPF_Trachea
SPF2_Trach4_GH3_01_22188.mzXML	SPF	Trachea	SPF_Trachea
SPF3_Trach1_GG12_01_22409.mzXML	SPF	Trachea	SPF_Trachea
SPF3_Trach2_GH1_01_22412.mzXML	SPF	Trachea	SPF_Trachea
SPF3_Trach3_GH2_01_22413.mzXML	SPF	Trachea	SPF_Trachea
SPF3_Trach4_GH3_01_22414.mzXML	SPF	Trachea	SPF_Trachea
SPF4_Trach1_GG12_01_22635.mzXML	SPF	Trachea	SPF_Trachea
SPF4_Trach2_GH1_01_22638.mzXML	SPF	Trachea	SPF_Trachea
SPF4_Trach3_GH2_01_22639.mzXML	SPF	Trachea	SPF_Trachea
SPF4_Trach4_GH3_01_22640.mzXML	SPF	Trachea	SPF_Trachea
GF1_Trach1_GG12_01_21826.mzXML	GF	Trachea	GF_Trachea
GF1_Trach2_GH1_01_21829.mzXML	GF	Trachea	GF_Trachea
GF1_Trach3_GH2_01_21830.mzXML	GF	Trachea	GF_Trachea
GF1_Trach4_GH3_01_21831.mzXML	GF	Trachea	GF_Trachea
GF1_Uterus1_GF7_01_21807.mzXML	GF	Uterus	GF_Uterus
GF1_Uterus2_GF8_01_21808.mzXML	GF	Uterus	GF_Uterus
GF1_Uterus3_GF9_01_21809.mzXML	GF	Uterus	GF_Uterus
GF1_Uterus4_GF10_01_21810.mzXML	GF	Uterus	GF_Uterus
GF1_Uterus5_GF11_01_21811.mzXML	GF	Uterus	GF_Uterus
GF2_Uterus1_BF7_01_22051.mzXML	GF	Uterus	GF_Uterus
GF2_Uterus2_BF8_01_22052.mzXML	GF	Uterus	GF_Uterus
GF2_Uterus3_BF9_01_22053.mzXML	GF	Uterus	GF_Uterus
GF2_Uterus4_BF10_01_22054.mzXML	GF	Uterus	GF_Uterus
GF2_Uterus5_BF11_01_22055.mzXML	GF	Uterus	GF_Uterus
GF3_Uterus1_BF7_01_22277.mzXML	GF	Uterus	GF_Uterus
GF3_Uterus2_BF8_01_22278.mzXML	GF	Uterus	GF_Uterus
GF3_Uterus3_BF9_01_22279.mzXML	GF	Uterus	GF_Uterus
GF3_Uterus4_BF10_01_22280.mzXML	GF	Uterus	GF_Uterus
GF3_Uterus5_BF11_01_22281.mzXML	GF	Uterus	GF_Uterus
GF4_Uterus1_BF7_01_22503.mzXML	GF	Uterus	GF_Uterus
GF4_Uterus2_BF8_01_22504.mzXML	GF	Uterus	GF_Uterus
GF4_Uterus3_BF9_01_22505.mzXML	GF	Uterus	GF_Uterus
GF4_Uterus4_BF10_01_22506.mzXML	GF	Uterus	GF_Uterus
GF4_Uterus5_BF11_01_22507.mzXML	GF	Uterus	GF_Uterus
SPF1_Uterus1_BF7_01_21923.mzXML	SPF	Uterus	SPF_Uterus
SPF1_Uterus2_BF8_01_21924.mzXML	SPF	Uterus	SPF_Uterus
SPF1_Uterus3_BF9_01_21925.mzXML	SPF	Uterus	SPF_Uterus
SPF1_Uterus4_BF10_01_21926.mzXML	SPF	Uterus	SPF_Uterus
SPF1_Uterus5_BF11_01_21927.mzXML	SPF	Uterus	SPF_Uterus
SPF2_Uterus1_GF7_01_22164.mzXML	SPF	Uterus	SPF_Uterus
SPF2_Uterus2_GF8_01_22165.mzXML	SPF	Uterus	SPF_Uterus
SPF2_Uterus3_GF9_01_22166.mzXML	SPF	Uterus	SPF_Uterus
SPF2_Uterus4_GF10_01_22167.mzXML	SPF	Uterus	SPF_Uterus
SPF2_Uterus5_GF11_01_22168.mzXML	SPF	Uterus	SPF_Uterus
SPF3_Uterus1_GF7_01_22390.mzXML	SPF	Uterus	SPF_Uterus
SPF3_Uterus2_GF8_01_22391.mzXML	SPF	Uterus	SPF_Uterus
SPF3_Uterus3_GF9_01_22392.mzXML	SPF	Uterus	SPF_Uterus
SPF3_Uterus4_GF10_01_22393.mzXML	SPF	Uterus	SPF_Uterus
SPF3_Uterus5_GF11_01_22394.mzXML	SPF	Uterus	SPF_Uterus
SPF4_Uterus1_GF7_01_22616.mzXML	SPF	Uterus	SPF_Uterus
SPF4_Uterus2_GF8_01_22617.mzXML	SPF	Uterus	SPF_Uterus
SPF4_Uterus3_GF9_01_22618.mzXML	SPF	Uterus	SPF_Uterus
SPF4_Uterus4_GF10_01_22619.mzXML	SPF	Uterus	SPF_Uterus
SPF4_Uterus5_GF11_01_22620.mzXML	SPF	Uterus	SPF_Uterus
GF1_Vagina1_GF12_01_21812.mzXML	GF	Vagina	GF_Vagina
GF1_Vagina2_GG1_01_21815.mzXML	GF	Vagina	GF_Vagina
GF2_Vagina1_BF12_01_22056.mzXML	GF	Vagina	GF_Vagina
GF2_Vagina2_BG1_01_22059.mzXML	GF	Vagina	GF_Vagina
GF3_Vagina1_BF12_01_22282.mzXML	GF	Vagina	GF_Vagina
GF3_Vagina2_BG1_01_22285.mzXML	GF	Vagina	GF_Vagina
GF4_Vagina1_BF12_01_22508.mzXML	GF	Vagina	GF_Vagina
GF4_Vagina2_BG1_01_22511.mzXML	GF	Vagina	GF_Vagina
SPF1_Vagina1_BF12_01_21928.mzXML	SPF	Vagina	SPF_Vagina
SPF1_Vagina2_BG1_01_21931.mzXML	SPF	Vagina	SPF_Vagina
SPF2_Vagina2_GG1_01_22172.mzXML	SPF	Vagina	SPF_Vagina
SPF3_Vagina1_GF12_01_22395.mzXML	SPF	Vagina	SPF_Vagina
SPF3_Vagina2_GG1_01_22398.mzXML	SPF	Vagina	SPF_Vagina
SPF4_Vagina1_GF12_01_22621.mzXML	SPF	Vagina	SPF_Vagina
SPF4_Vagina2_GG1_01_22624.mzXML	SPF	Vagina	SPF_Vagina